Cell Id,Nuc X,Nuc Y Inv,region_num,unique_region,leiden
1@1,2584.32958984375,5276.0859375,9,aml/2_SN141_121-2_ROI-04,6
2@1,2722.268310546875,5277.3095703125,9,aml/2_SN141_121-2_ROI-04,6
3@1,3946.12060546875,5278.87939453125,9,aml/2_SN141_121-2_ROI-04,6
4@1,2954.081787109375,5268.47509765625,9,aml/2_SN141_121-2_ROI-04,6
5@1,3077.852294921875,5275.46630859375,9,aml/2_SN141_121-2_ROI-04,6
6@1,3280.212158203125,5273.16015625,9,aml/2_SN141_121-2_ROI-04,6
7@1,3538.6689453125,5274.61767578125,9,aml/2_SN141_121-2_ROI-04,6
8@1,3638.736572265625,5276.04345703125,9,aml/2_SN141_121-2_ROI-04,33
9@1,3880.5625,5272.33544921875,9,aml/2_SN141_121-2_ROI-04,6
10@1,2427.030517578125,5273.06201171875,9,aml/2_SN141_121-2_ROI-04,6
11@1,2511.296142578125,5272.833984375,9,aml/2_SN141_121-2_ROI-04,6
12@1,2809.172607421875,5270.23583984375,9,aml/2_SN141_121-2_ROI-04,6
13@1,2889.23583984375,5271.66845703125,9,aml/2_SN141_121-2_ROI-04,16
14@1,3009.05419921875,5272.759765625,9,aml/2_SN141_121-2_ROI-04,6
15@1,3480.952880859375,5271.5205078125,9,aml/2_SN141_121-2_ROI-04,6
16@1,3709.48046875,5272.85498046875,9,aml/2_SN141_121-2_ROI-04,6
17@1,2919.428955078125,5267.7060546875,9,aml/2_SN141_121-2_ROI-04,6
18@1,3181.41357421875,5271.072265625,9,aml/2_SN141_121-2_ROI-04,6
19@1,3360.746337890625,5269.54638671875,9,aml/2_SN141_121-2_ROI-04,6
20@1,3214.92724609375,5267.177734375,9,aml/2_SN141_121-2_ROI-04,6
21@1,3606.38671875,5265.33251953125,9,aml/2_SN141_121-2_ROI-04,6
22@1,3991.94140625,5268.34130859375,9,aml/2_SN141_121-2_ROI-04,6
23@1,2357.76513671875,5260.43408203125,9,aml/2_SN141_121-2_ROI-04,27
24@1,2740.39599609375,5264.1865234375,9,aml/2_SN141_121-2_ROI-04,6
25@1,3115.736328125,5259.89306640625,9,aml/2_SN141_121-2_ROI-04,6
26@1,3434.34716796875,5263.234375,9,aml/2_SN141_121-2_ROI-04,6
27@1,2683.69384765625,5257.2451171875,9,aml/2_SN141_121-2_ROI-04,6
28@1,2838.839111328125,5259.7412109375,9,aml/2_SN141_121-2_ROI-04,6
29@1,3571.51220703125,5257.48583984375,9,aml/2_SN141_121-2_ROI-04,6
30@1,3782.0732421875,5263.02197265625,9,aml/2_SN141_121-2_ROI-04,6
31@1,2538.8984375,5256.85791015625,9,aml/2_SN141_121-2_ROI-04,6
32@1,3042.188232421875,5252.3369140625,9,aml/2_SN141_121-2_ROI-04,6
33@1,3312.54541015625,5258.42041015625,9,aml/2_SN141_121-2_ROI-04,6
34@1,4017.873046875,5256.13232421875,9,aml/2_SN141_121-2_ROI-04,6
35@1,2452.3876953125,5255.4091796875,9,aml/2_SN141_121-2_ROI-04,6
36@1,2582.505615234375,5254.572265625,9,aml/2_SN141_121-2_ROI-04,6
37@1,2626.231201171875,5255.17626953125,9,aml/2_SN141_121-2_ROI-04,6
38@1,3949.75439453125,5252.2060546875,9,aml/2_SN141_121-2_ROI-04,6
39@1,2399.036865234375,5248.521484375,9,aml/2_SN141_121-2_ROI-04,6
40@1,2480.26318359375,5240.65283203125,9,aml/2_SN141_121-2_ROI-04,6
41@1,2720.9189453125,5245.3759765625,9,aml/2_SN141_121-2_ROI-04,6
42@1,3519.11083984375,5242.2822265625,9,aml/2_SN141_121-2_ROI-04,6
43@1,2903.3935546875,5244.2021484375,9,aml/2_SN141_121-2_ROI-04,6
44@1,3179.85595703125,5240.8740234375,9,aml/2_SN141_121-2_ROI-04,6
45@1,3621.05029296875,5242.1787109375,9,aml/2_SN141_121-2_ROI-04,6
46@1,3681.66650390625,5240.8017578125,9,aml/2_SN141_121-2_ROI-04,6
47@1,2656.9345703125,5237.6650390625,9,aml/2_SN141_121-2_ROI-04,6
48@1,2941.96533203125,5241.4609375,9,aml/2_SN141_121-2_ROI-04,6
49@1,3075.22119140625,5236.32763671875,9,aml/2_SN141_121-2_ROI-04,6
50@1,3273.663330078125,5231.7080078125,9,aml/2_SN141_121-2_ROI-04,6
51@1,3337.404296875,5238.0478515625,9,aml/2_SN141_121-2_ROI-04,6
52@1,4110.541015625,5236.60546875,9,aml/2_SN141_121-2_ROI-04,27
53@1,3005.78466796875,5236.92724609375,9,aml/2_SN141_121-2_ROI-04,6
54@1,3139.351318359375,5235.77099609375,9,aml/2_SN141_121-2_ROI-04,6
55@1,4054.343505859375,5234.27392578125,9,aml/2_SN141_121-2_ROI-04,6
56@1,3716.06884765625,5228.693359375,9,aml/2_SN141_121-2_ROI-04,6
57@1,2634.47412109375,5226.0791015625,9,aml/2_SN141_121-2_ROI-04,6
58@1,3845.3955078125,5236.302734375,9,aml/2_SN141_121-2_ROI-04,6
59@1,3905.57763671875,5226.3916015625,9,aml/2_SN141_121-2_ROI-04,6
60@1,2542.8427734375,5223.6826171875,9,aml/2_SN141_121-2_ROI-04,6
61@1,2686.6787109375,5219.94482421875,9,aml/2_SN141_121-2_ROI-04,6
62@1,2725.450927734375,5220.86962890625,9,aml/2_SN141_121-2_ROI-04,6
63@1,2802.845458984375,5222.58984375,9,aml/2_SN141_121-2_ROI-04,6
64@1,3473.513671875,5223.716796875,9,aml/2_SN141_121-2_ROI-04,6
65@1,3396.436767578125,5231.55615234375,9,aml/2_SN141_121-2_ROI-04,6
66@1,3769.842041015625,5221.31787109375,9,aml/2_SN141_121-2_ROI-04,6
67@1,4296.64111328125,5216.21728515625,9,aml/2_SN141_121-2_ROI-04,27
68@1,2349.074462890625,5214.85546875,9,aml/2_SN141_121-2_ROI-04,6
69@1,3236.706298828125,5210.92822265625,9,aml/2_SN141_121-2_ROI-04,6
70@1,3949.061767578125,5209.93896484375,9,aml/2_SN141_121-2_ROI-04,6
71@1,3997.321044921875,5215.232421875,9,aml/2_SN141_121-2_ROI-04,6
72@1,4165.94287109375,5213.47265625,9,aml/2_SN141_121-2_ROI-04,27
73@1,4259.01318359375,5213.01025390625,9,aml/2_SN141_121-2_ROI-04,27
74@1,2426.48291015625,5206.76953125,9,aml/2_SN141_121-2_ROI-04,6
75@1,2851.511474609375,5208.1416015625,9,aml/2_SN141_121-2_ROI-04,6
76@1,3039.53759765625,5208.353515625,9,aml/2_SN141_121-2_ROI-04,25
77@1,3521.285400390625,5207.4951171875,9,aml/2_SN141_121-2_ROI-04,27
78@1,3646.847900390625,5210.197265625,9,aml/2_SN141_121-2_ROI-04,6
79@1,3152.1103515625,5208.09326171875,9,aml/2_SN141_121-2_ROI-04,6
80@1,2645.720947265625,5203.7880859375,9,aml/2_SN141_121-2_ROI-04,6
81@1,2921.0771484375,5203.52392578125,9,aml/2_SN141_121-2_ROI-04,6
82@1,3906.825439453125,5202.6904296875,9,aml/2_SN141_121-2_ROI-04,6
83@1,4117.763671875,5204.1962890625,9,aml/2_SN141_121-2_ROI-04,6
84@1,2591.609130859375,5194.138671875,9,aml/2_SN141_121-2_ROI-04,6
85@1,2523.90771484375,5197.63427734375,9,aml/2_SN141_121-2_ROI-04,6
86@1,2760.302490234375,5199.12744140625,9,aml/2_SN141_121-2_ROI-04,6
87@1,3081.268798828125,5196.22998046875,9,aml/2_SN141_121-2_ROI-04,6
88@1,3695.57666015625,5199.3828125,9,aml/2_SN141_121-2_ROI-04,6
89@1,2693.37451171875,5193.53369140625,9,aml/2_SN141_121-2_ROI-04,6
90@1,2878.159912109375,5194.7431640625,9,aml/2_SN141_121-2_ROI-04,6
91@1,3346.923828125,5197.90966796875,9,aml/2_SN141_121-2_ROI-04,6
92@1,3615.453125,5194.6552734375,9,aml/2_SN141_121-2_ROI-04,6
93@1,4322.57177734375,5195.24169921875,9,aml/2_SN141_121-2_ROI-04,27
94@1,4354.20849609375,5195.4873046875,9,aml/2_SN141_121-2_ROI-04,27
95@1,2389.328125,5188.95556640625,9,aml/2_SN141_121-2_ROI-04,6
96@1,2968.390625,5189.42578125,9,aml/2_SN141_121-2_ROI-04,6
97@1,2287.71435546875,5186.80517578125,9,aml/2_SN141_121-2_ROI-04,6
98@1,3190.62939453125,5186.25,9,aml/2_SN141_121-2_ROI-04,6
99@1,3439.4111328125,5187.18994140625,9,aml/2_SN141_121-2_ROI-04,6
100@1,3820.65625,5186.38232421875,9,aml/2_SN141_121-2_ROI-04,6
101@1,4033.723876953125,5183.28369140625,9,aml/2_SN141_121-2_ROI-04,6
102@1,2235.50927734375,5185.34130859375,9,aml/2_SN141_121-2_ROI-04,27
103@1,3271.29052734375,5187.6630859375,9,aml/2_SN141_121-2_ROI-04,6
104@1,3497.013427734375,5184.67724609375,9,aml/2_SN141_121-2_ROI-04,6
105@1,4217.107421875,5184.107421875,9,aml/2_SN141_121-2_ROI-04,6
106@1,2499.84033203125,5182.4619140625,9,aml/2_SN141_121-2_ROI-04,6
107@1,2940.159423828125,5183.67236328125,9,aml/2_SN141_121-2_ROI-04,6
108@1,2345.3193359375,5178.45849609375,9,aml/2_SN141_121-2_ROI-04,6
109@1,2460.111328125,5182.716796875,9,aml/2_SN141_121-2_ROI-04,6
110@1,3136.1083984375,5174.93505859375,9,aml/2_SN141_121-2_ROI-04,6
111@1,3239.509521484375,5179.1982421875,9,aml/2_SN141_121-2_ROI-04,6
112@1,4282.11669921875,5179.68359375,9,aml/2_SN141_121-2_ROI-04,6
113@1,3569.94287109375,5171.63037109375,9,aml/2_SN141_121-2_ROI-04,6
114@1,3395.90185546875,5171.10791015625,9,aml/2_SN141_121-2_ROI-04,6
115@1,3924.3837890625,5172.4833984375,9,aml/2_SN141_121-2_ROI-04,6
116@1,2633.2666015625,5172.6982421875,9,aml/2_SN141_121-2_ROI-04,6
117@1,3867.144775390625,5169.99853515625,9,aml/2_SN141_121-2_ROI-04,6
118@1,4153.4326171875,5171.74072265625,9,aml/2_SN141_121-2_ROI-04,6
119@1,3047.356201171875,5168.71923828125,9,aml/2_SN141_121-2_ROI-04,6
120@1,3530.42333984375,5167.6513671875,9,aml/2_SN141_121-2_ROI-04,6
121@1,3684.262451171875,5167.13330078125,9,aml/2_SN141_121-2_ROI-04,6
122@1,2392.2822265625,5167.57568359375,9,aml/2_SN141_121-2_ROI-04,6
123@1,2812.559814453125,5171.6796875,9,aml/2_SN141_121-2_ROI-04,6
124@1,3099.433837890625,5164.5703125,9,aml/2_SN141_121-2_ROI-04,6
125@1,2704.902587890625,5160.94140625,9,aml/2_SN141_121-2_ROI-04,6
126@1,4362.45556640625,5161.556640625,9,aml/2_SN141_121-2_ROI-04,6
127@1,2771.849609375,5153.24755859375,9,aml/2_SN141_121-2_ROI-04,6
128@1,2922.466552734375,5158.14794921875,9,aml/2_SN141_121-2_ROI-04,6
129@1,2952.83447265625,5157.44189453125,9,aml/2_SN141_121-2_ROI-04,6
130@1,4411.85498046875,5156.04638671875,9,aml/2_SN141_121-2_ROI-04,6
131@1,2889.63720703125,5154.3994140625,9,aml/2_SN141_121-2_ROI-04,6
132@1,3311.05126953125,5163.82177734375,9,aml/2_SN141_121-2_ROI-04,6
