Cell Id,Nuc X,Nuc Y Inv,region_num,unique_region,leiden
1@1,87107.0,-173968.5,25,mrd/8_SN141_slides2_ROI-03,11
2@1,87708.9140625,-173968.96875,25,mrd/8_SN141_slides2_ROI-03,28
3@1,87936.3984375,-173970.5,25,mrd/8_SN141_slides2_ROI-03,11
4@1,84598.6875,-173971.890625,25,mrd/8_SN141_slides2_ROI-03,11
5@1,85253.25,-173975.109375,25,mrd/8_SN141_slides2_ROI-03,11
6@1,85678.4296875,-173974.625,25,mrd/8_SN141_slides2_ROI-03,26
7@1,87339.375,-173973.421875,25,mrd/8_SN141_slides2_ROI-03,11
8@1,87466.9296875,-173973.5,25,mrd/8_SN141_slides2_ROI-03,14
9@1,84943.40625,-173977.0625,25,mrd/8_SN141_slides2_ROI-03,11
10@1,85008.09375,-173976.5625,25,mrd/8_SN141_slides2_ROI-03,11
11@1,85101.890625,-173977.5625,25,mrd/8_SN141_slides2_ROI-03,11
12@1,85342.890625,-173975.390625,25,mrd/8_SN141_slides2_ROI-03,26
13@1,85610.703125,-173975.1875,25,mrd/8_SN141_slides2_ROI-03,26
14@1,85919.78125,-173975.828125,25,mrd/8_SN141_slides2_ROI-03,11
15@1,86087.890625,-173976.890625,25,mrd/8_SN141_slides2_ROI-03,11
16@1,87759.0625,-173977.015625,25,mrd/8_SN141_slides2_ROI-03,11
17@1,85043.796875,-173980.09375,25,mrd/8_SN141_slides2_ROI-03,25
18@1,85779.390625,-173976.765625,25,mrd/8_SN141_slides2_ROI-03,11
19@1,86020.84375,-173976.203125,25,mrd/8_SN141_slides2_ROI-03,11
20@1,86202.1171875,-173978.359375,25,mrd/8_SN141_slides2_ROI-03,11
21@1,86245.3671875,-173977.265625,25,mrd/8_SN141_slides2_ROI-03,11
22@1,86826.6796875,-173978.6875,25,mrd/8_SN141_slides2_ROI-03,11
23@1,87241.4140625,-173981.9375,25,mrd/8_SN141_slides2_ROI-03,11
24@1,87569.5625,-173982.125,25,mrd/8_SN141_slides2_ROI-03,11
25@1,85150.390625,-173984.46875,25,mrd/8_SN141_slides2_ROI-03,11
26@1,85475.421875,-173983.09375,25,mrd/8_SN141_slides2_ROI-03,26
27@1,87041.4296875,-173983.140625,25,mrd/8_SN141_slides2_ROI-03,26
28@1,84538.5234375,-173987.703125,25,mrd/8_SN141_slides2_ROI-03,11
29@1,84815.4375,-173987.03125,25,mrd/8_SN141_slides2_ROI-03,11
30@1,85417.2109375,-173985.484375,25,mrd/8_SN141_slides2_ROI-03,26
31@1,85850.671875,-173991.5625,25,mrd/8_SN141_slides2_ROI-03,24
32@1,86338.4140625,-173985.421875,25,mrd/8_SN141_slides2_ROI-03,11
33@1,84884.7734375,-173992.125,25,mrd/8_SN141_slides2_ROI-03,11
34@1,85288.78125,-173986.84375,25,mrd/8_SN141_slides2_ROI-03,11
35@1,86418.515625,-173989.65625,25,mrd/8_SN141_slides2_ROI-03,28
36@1,85201.4765625,-173987.4375,25,mrd/8_SN141_slides2_ROI-03,11
37@1,85371.78125,-173989.921875,25,mrd/8_SN141_slides2_ROI-03,26
38@1,84729.25,-173998.25,25,mrd/8_SN141_slides2_ROI-03,11
39@1,85083.328125,-173999.65625,25,mrd/8_SN141_slides2_ROI-03,26
40@1,86739.3671875,-173997.484375,25,mrd/8_SN141_slides2_ROI-03,24
41@1,87373.8828125,-173995.734375,25,mrd/8_SN141_slides2_ROI-03,11
42@1,84446.484375,-173999.359375,25,mrd/8_SN141_slides2_ROI-03,11
43@1,84974.703125,-173996.25,25,mrd/8_SN141_slides2_ROI-03,28
44@1,85518.7578125,-174001.140625,25,mrd/8_SN141_slides2_ROI-03,26
45@1,85811.109375,-173998.03125,25,mrd/8_SN141_slides2_ROI-03,11
46@1,86166.296875,-173997.203125,25,mrd/8_SN141_slides2_ROI-03,0
47@1,87533.15625,-173998.171875,25,mrd/8_SN141_slides2_ROI-03,11
