Cell Id,Nuc X,Nuc Y Inv,region_num,unique_region,leiden
1@1,116225.0,-255316.671875,22,mrd/10_SN141_slides2_ROI-16,17
2@1,111293.1640625,-255319.578125,22,mrd/10_SN141_slides2_ROI-16,30
3@1,113754.0,-255318.78125,22,mrd/10_SN141_slides2_ROI-16,6
4@1,113855.2265625,-255320.75,22,mrd/10_SN141_slides2_ROI-16,17
5@1,115057.6484375,-255318.546875,22,mrd/10_SN141_slides2_ROI-16,17
6@1,111088.71875,-255320.84375,22,mrd/10_SN141_slides2_ROI-16,30
7@1,114192.5546875,-255322.46875,22,mrd/10_SN141_slides2_ROI-16,17
8@1,114730.078125,-255322.21875,22,mrd/10_SN141_slides2_ROI-16,17
9@1,115750.0625,-255321.96875,22,mrd/10_SN141_slides2_ROI-16,17
10@1,115978.7421875,-255324.0625,22,mrd/10_SN141_slides2_ROI-16,17
11@1,116136.4765625,-255319.0,22,mrd/10_SN141_slides2_ROI-16,17
12@1,111334.890625,-255325.421875,22,mrd/10_SN141_slides2_ROI-16,17
13@1,111724.4375,-255324.0625,22,mrd/10_SN141_slides2_ROI-16,17
14@1,112037.578125,-255325.34375,22,mrd/10_SN141_slides2_ROI-16,17
15@1,112403.53125,-255325.296875,22,mrd/10_SN141_slides2_ROI-16,17
16@1,114227.65625,-255323.90625,22,mrd/10_SN141_slides2_ROI-16,17
17@1,114327.9765625,-255325.625,22,mrd/10_SN141_slides2_ROI-16,17
18@1,114657.0859375,-255325.140625,22,mrd/10_SN141_slides2_ROI-16,17
19@1,115213.515625,-255326.765625,22,mrd/10_SN141_slides2_ROI-16,17
20@1,115386.484375,-255331.625,22,mrd/10_SN141_slides2_ROI-16,17
21@1,115578.7421875,-255323.59375,22,mrd/10_SN141_slides2_ROI-16,17
22@1,110668.46875,-255327.25,22,mrd/10_SN141_slides2_ROI-16,15
23@1,111442.6171875,-255327.015625,22,mrd/10_SN141_slides2_ROI-16,17
24@1,111968.6328125,-255328.625,22,mrd/10_SN141_slides2_ROI-16,17
25@1,113794.75,-255329.03125,22,mrd/10_SN141_slides2_ROI-16,25
26@1,114821.3359375,-255327.328125,22,mrd/10_SN141_slides2_ROI-16,17
27@1,114919.6796875,-255326.171875,22,mrd/10_SN141_slides2_ROI-16,17
28@1,115087.4453125,-255326.3125,22,mrd/10_SN141_slides2_ROI-16,17
29@1,115317.4140625,-255329.046875,22,mrd/10_SN141_slides2_ROI-16,17
30@1,115428.375,-255327.75,22,mrd/10_SN141_slides2_ROI-16,9
31@1,116680.5546875,-255328.1875,22,mrd/10_SN141_slides2_ROI-16,17
32@1,111053.34375,-255329.65625,22,mrd/10_SN141_slides2_ROI-16,30
33@1,111146.578125,-255330.375,22,mrd/10_SN141_slides2_ROI-16,30
34@1,111615.71875,-255331.859375,22,mrd/10_SN141_slides2_ROI-16,17
35@1,111801.21875,-255331.765625,22,mrd/10_SN141_slides2_ROI-16,17
36@1,111861.0625,-255330.671875,22,mrd/10_SN141_slides2_ROI-16,17
37@1,114005.1328125,-255328.84375,22,mrd/10_SN141_slides2_ROI-16,26
38@1,114270.109375,-255330.734375,22,mrd/10_SN141_slides2_ROI-16,17
39@1,114385.8359375,-255330.546875,22,mrd/10_SN141_slides2_ROI-16,17
40@1,115274.875,-255330.5625,22,mrd/10_SN141_slides2_ROI-16,17
41@1,115624.9296875,-255329.796875,22,mrd/10_SN141_slides2_ROI-16,17
42@1,110788.390625,-255332.359375,22,mrd/10_SN141_slides2_ROI-16,15
43@1,112077.9921875,-255333.640625,22,mrd/10_SN141_slides2_ROI-16,17
44@1,114610.78125,-255334.609375,22,mrd/10_SN141_slides2_ROI-16,17
45@1,114869.7578125,-255335.46875,22,mrd/10_SN141_slides2_ROI-16,17
46@1,115015.640625,-255332.578125,22,mrd/10_SN141_slides2_ROI-16,17
47@1,115513.5078125,-255335.609375,22,mrd/10_SN141_slides2_ROI-16,17
48@1,115714.8359375,-255333.75,22,mrd/10_SN141_slides2_ROI-16,30
49@1,110979.0625,-255331.234375,22,mrd/10_SN141_slides2_ROI-16,17
50@1,112240.609375,-255335.671875,22,mrd/10_SN141_slides2_ROI-16,17
51@1,111257.3046875,-255338.765625,22,mrd/10_SN141_slides2_ROI-16,30
52@1,112145.5234375,-255338.8125,22,mrd/10_SN141_slides2_ROI-16,17
53@1,112351.359375,-255340.890625,22,mrd/10_SN141_slides2_ROI-16,17
54@1,114562.03125,-255337.96875,22,mrd/10_SN141_slides2_ROI-16,17
55@1,115889.953125,-255340.375,22,mrd/10_SN141_slides2_ROI-16,30
56@1,111566.4375,-255342.671875,22,mrd/10_SN141_slides2_ROI-16,17
57@1,112440.34375,-255341.609375,22,mrd/10_SN141_slides2_ROI-16,17
58@1,114107.453125,-255341.546875,22,mrd/10_SN141_slides2_ROI-16,17
59@1,111648.234375,-255345.328125,22,mrd/10_SN141_slides2_ROI-16,17
60@1,111762.734375,-255345.078125,22,mrd/10_SN141_slides2_ROI-16,17
61@1,115158.1875,-255345.5,22,mrd/10_SN141_slides2_ROI-16,17
62@1,111892.765625,-255346.03125,22,mrd/10_SN141_slides2_ROI-16,21
63@1,112294.359375,-255344.71875,22,mrd/10_SN141_slides2_ROI-16,17
64@1,115399.734375,-255352.8125,22,mrd/10_SN141_slides2_ROI-16,17
65@1,110722.3828125,-255351.34375,22,mrd/10_SN141_slides2_ROI-16,15
66@1,111995.3359375,-255350.109375,22,mrd/10_SN141_slides2_ROI-16,17
67@1,114965.9375,-255350.34375,22,mrd/10_SN141_slides2_ROI-16,17
68@1,110910.453125,-255355.3125,22,mrd/10_SN141_slides2_ROI-16,17
69@1,111378.7421875,-255357.328125,22,mrd/10_SN141_slides2_ROI-16,17
70@1,111515.0,-255354.8125,22,mrd/10_SN141_slides2_ROI-16,17
71@1,111827.296875,-255360.15625,22,mrd/10_SN141_slides2_ROI-16,17
72@1,111931.203125,-255358.265625,22,mrd/10_SN141_slides2_ROI-16,17
73@1,114743.5859375,-255362.296875,22,mrd/10_SN141_slides2_ROI-16,17
74@1,115268.9296875,-255359.3125,22,mrd/10_SN141_slides2_ROI-16,17
75@1,115362.7890625,-255355.828125,22,mrd/10_SN141_slides2_ROI-16,17
