Cell Id,Nuc X,Nuc Y Inv,region_num,unique_region,leiden
1@1,5857.53857421875,5274.123046875,29,mrd/4_SN177_ROI-13,19
2@1,1031.6126708984375,5267.4453125,29,mrd/4_SN177_ROI-13,18
3@1,5231.86865234375,5266.71435546875,29,mrd/4_SN177_ROI-13,19
4@1,910.7163696289062,5261.11279296875,29,mrd/4_SN177_ROI-13,19
5@1,1187.0615234375,5261.6005859375,29,mrd/4_SN177_ROI-13,19
6@1,5258.69580078125,5261.58251953125,29,mrd/4_SN177_ROI-13,19
7@1,803.544921875,5252.24560546875,29,mrd/4_SN177_ROI-13,0
8@1,974.548583984375,5257.44482421875,29,mrd/4_SN177_ROI-13,18
9@1,1123.8291015625,5254.9111328125,29,mrd/4_SN177_ROI-13,7
10@1,1271.7198486328125,5251.28662109375,29,mrd/4_SN177_ROI-13,18
11@1,1319.6029052734375,5230.955078125,29,mrd/4_SN177_ROI-13,19
12@1,1161.064697265625,5229.8818359375,29,mrd/4_SN177_ROI-13,7
13@1,5165.76513671875,5237.62939453125,29,mrd/4_SN177_ROI-13,19
14@1,865.414306640625,5226.1962890625,29,mrd/4_SN177_ROI-13,7
15@1,6064.4033203125,5222.6923828125,29,mrd/4_SN177_ROI-13,19
16@1,785.2289428710938,5223.2958984375,29,mrd/4_SN177_ROI-13,7
17@1,6008.4951171875,5219.0380859375,29,mrd/4_SN177_ROI-13,19
18@1,5094.474609375,5212.01123046875,29,mrd/4_SN177_ROI-13,19
19@1,5133.30859375,5209.2783203125,29,mrd/4_SN177_ROI-13,19
20@1,981.8660888671876,5200.53955078125,29,mrd/4_SN177_ROI-13,18
21@1,1189.27001953125,5206.634765625,29,mrd/4_SN177_ROI-13,9
22@1,5330.5888671875,5201.537109375,29,mrd/4_SN177_ROI-13,9
23@1,5428.21337890625,5201.21240234375,29,mrd/4_SN177_ROI-13,9
24@1,1060.70751953125,5190.609375,29,mrd/4_SN177_ROI-13,19
25@1,5948.09765625,5191.4189453125,29,mrd/4_SN177_ROI-13,19
26@1,927.2283935546876,5179.71875,29,mrd/4_SN177_ROI-13,7
27@1,5035.18359375,5180.0966796875,29,mrd/4_SN177_ROI-13,19
28@1,771.7884521484375,5169.9384765625,29,mrd/4_SN177_ROI-13,19
29@1,3892.9306640625,5169.6982421875,29,mrd/4_SN177_ROI-13,18
30@1,5099.81884765625,5163.92626953125,29,mrd/4_SN177_ROI-13,19
31@1,4384.68017578125,5161.5478515625,29,mrd/4_SN177_ROI-13,19
32@1,822.454345703125,5153.244140625,29,mrd/4_SN177_ROI-13,19
33@1,889.455078125,5156.11865234375,29,mrd/4_SN177_ROI-13,19
34@1,967.1578979492189,5153.95654296875,29,mrd/4_SN177_ROI-13,18
35@1,1014.2133178710936,5145.59716796875,29,mrd/4_SN177_ROI-13,19
36@1,6004.7783203125,5139.50390625,29,mrd/4_SN177_ROI-13,19
37@1,5919.21240234375,5132.6142578125,29,mrd/4_SN177_ROI-13,18
38@1,4892.8779296875,5124.00830078125,29,mrd/4_SN177_ROI-13,19
39@1,4989.1142578125,5123.4658203125,29,mrd/4_SN177_ROI-13,19
40@1,5885.818359375,5122.564453125,29,mrd/4_SN177_ROI-13,18
41@1,5048.30712890625,5116.71337890625,29,mrd/4_SN177_ROI-13,19
42@1,4799.283203125,5107.5185546875,29,mrd/4_SN177_ROI-13,19
43@1,4847.74365234375,5110.89208984375,29,mrd/4_SN177_ROI-13,19
44@1,5821.26416015625,5107.68408203125,29,mrd/4_SN177_ROI-13,18
45@1,5852.6083984375,5108.74951171875,29,mrd/4_SN177_ROI-13,18
46@1,853.3359985351561,5107.134765625,29,mrd/4_SN177_ROI-13,19
47@1,896.3553466796875,5105.1884765625,29,mrd/4_SN177_ROI-13,19
48@1,969.719970703125,5095.4365234375,29,mrd/4_SN177_ROI-13,9
49@1,4930.802734375,5091.17138671875,29,mrd/4_SN177_ROI-13,19
50@1,924.1143188476561,5085.4970703125,29,mrd/4_SN177_ROI-13,9
51@1,4403.39794921875,5088.3388671875,29,mrd/4_SN177_ROI-13,19
52@1,4838.2333984375,5081.60546875,29,mrd/4_SN177_ROI-13,19
53@1,5020.9755859375,5074.73486328125,29,mrd/4_SN177_ROI-13,19
54@1,3644.26513671875,5063.74951171875,29,mrd/4_SN177_ROI-13,19
55@1,827.2892456054686,5060.25634765625,29,mrd/4_SN177_ROI-13,19
56@1,993.592041015625,5062.22509765625,29,mrd/4_SN177_ROI-13,18
57@1,4377.5439453125,5052.4765625,29,mrd/4_SN177_ROI-13,19
58@1,4419.623046875,5052.119140625,29,mrd/4_SN177_ROI-13,25
59@1,5557.8369140625,5047.65673828125,29,mrd/4_SN177_ROI-13,19
60@1,1452.402587890625,5024.224609375,29,mrd/4_SN177_ROI-13,19
