Cell Id,Nuc X,Nuc Y Inv,region_num,unique_region,leiden
1@1,52865.1328125,-171208.59375,12,hbm/3_ROI-09,0
2@1,52294.83203125,-171212.890625,12,hbm/3_ROI-09,0
3@1,52559.33984375,-171216.359375,12,hbm/3_ROI-09,24
4@1,52613.16015625,-171214.0,12,hbm/3_ROI-09,20
5@1,52638.99609375,-171214.234375,12,hbm/3_ROI-09,0
6@1,53499.80859375,-171214.796875,12,hbm/3_ROI-09,0
7@1,53839.6875,-171214.515625,12,hbm/3_ROI-09,0
8@1,53285.51953125,-171217.421875,12,hbm/3_ROI-09,0
9@1,53876.28125,-171216.953125,12,hbm/3_ROI-09,0
10@1,52502.09765625,-171222.390625,12,hbm/3_ROI-09,0
11@1,52744.24609375,-171229.78125,12,hbm/3_ROI-09,0
12@1,53113.05859375,-171232.203125,12,hbm/3_ROI-09,0
13@1,53182.328125,-171237.328125,12,hbm/3_ROI-09,0
14@1,53626.6875,-171234.390625,12,hbm/3_ROI-09,24
15@1,52339.62890625,-171235.71875,12,hbm/3_ROI-09,0
16@1,52428.16796875,-171241.640625,12,hbm/3_ROI-09,0
17@1,53462.875,-171245.625,12,hbm/3_ROI-09,0
18@1,52551.3828125,-171250.203125,12,hbm/3_ROI-09,8
19@1,52599.30859375,-171258.671875,12,hbm/3_ROI-09,0
20@1,53813.15625,-171256.640625,12,hbm/3_ROI-09,0
21@1,52923.4765625,-171260.640625,12,hbm/3_ROI-09,14
22@1,52838.828125,-171261.46875,12,hbm/3_ROI-09,0
23@1,53117.66796875,-171263.0625,12,hbm/3_ROI-09,26
24@1,53212.56640625,-171268.265625,12,hbm/3_ROI-09,15
25@1,53348.46484375,-171267.5,12,hbm/3_ROI-09,28
26@1,52490.6640625,-171274.46875,12,hbm/3_ROI-09,0
27@1,52520.98828125,-171270.6875,12,hbm/3_ROI-09,0
28@1,53755.83984375,-171277.09375,12,hbm/3_ROI-09,0
29@1,53310.9453125,-171279.21875,12,hbm/3_ROI-09,8
30@1,52355.09765625,-171282.359375,12,hbm/3_ROI-09,0
31@1,52392.87890625,-171285.703125,12,hbm/3_ROI-09,14
32@1,53710.71484375,-171284.953125,12,hbm/3_ROI-09,0
33@1,53878.015625,-171288.890625,12,hbm/3_ROI-09,0
34@1,52574.3515625,-171288.671875,12,hbm/3_ROI-09,0
35@1,52898.3984375,-171290.734375,12,hbm/3_ROI-09,14
36@1,53141.44921875,-171292.671875,12,hbm/3_ROI-09,0
37@1,51984.49609375,-171297.203125,12,hbm/3_ROI-09,0
38@1,52975.328125,-171298.40625,12,hbm/3_ROI-09,0
39@1,53449.3203125,-171302.21875,12,hbm/3_ROI-09,17
40@1,53081.1484375,-171303.328125,12,hbm/3_ROI-09,0
41@1,52228.40625,-171306.890625,12,hbm/3_ROI-09,0
42@1,52448.41796875,-171296.78125,12,hbm/3_ROI-09,14
43@1,53045.171875,-171309.609375,12,hbm/3_ROI-09,25
44@1,52599.27734375,-171315.828125,12,hbm/3_ROI-09,0
45@1,53619.3828125,-171318.921875,12,hbm/3_ROI-09,0
46@1,52525.85546875,-171323.890625,12,hbm/3_ROI-09,0
47@1,53479.99609375,-171321.84375,12,hbm/3_ROI-09,26
48@1,52271.47265625,-171331.796875,12,hbm/3_ROI-09,0
49@1,53825.8828125,-171328.34375,12,hbm/3_ROI-09,0
50@1,52381.5078125,-171333.921875,12,hbm/3_ROI-09,22
51@1,52919.25390625,-171331.609375,12,hbm/3_ROI-09,0
52@1,53706.3828125,-171335.53125,12,hbm/3_ROI-09,0
53@1,53912.42578125,-171348.21875,12,hbm/3_ROI-09,0
54@1,51941.79296875,-171347.4375,12,hbm/3_ROI-09,25
55@1,53098.02734375,-171349.90625,12,hbm/3_ROI-09,0
56@1,53444.11328125,-171343.515625,12,hbm/3_ROI-09,25
57@1,53651.1484375,-171344.671875,12,hbm/3_ROI-09,0
58@1,53331.72265625,-171347.421875,12,hbm/3_ROI-09,0
59@1,53876.2265625,-171356.25,12,hbm/3_ROI-09,0
60@1,51906.5078125,-171360.203125,12,hbm/3_ROI-09,0
61@1,52476.390625,-171357.46875,12,hbm/3_ROI-09,0
62@1,52842.3671875,-171358.625,12,hbm/3_ROI-09,0
63@1,53370.09765625,-171358.09375,12,hbm/3_ROI-09,25
64@1,51999.2265625,-171362.109375,12,hbm/3_ROI-09,26
65@1,53033.921875,-171361.359375,12,hbm/3_ROI-09,0
66@1,52218.53125,-171361.59375,12,hbm/3_ROI-09,0
67@1,52302.90625,-171364.78125,12,hbm/3_ROI-09,14
68@1,52354.453125,-171365.609375,12,hbm/3_ROI-09,14
69@1,53781.3984375,-171366.734375,12,hbm/3_ROI-09,28
70@1,53228.734375,-171370.03125,12,hbm/3_ROI-09,26
71@1,53847.04296875,-171362.4375,12,hbm/3_ROI-09,0
72@1,51965.19921875,-171366.828125,12,hbm/3_ROI-09,25
73@1,52517.40234375,-171369.75,12,hbm/3_ROI-09,0
74@1,52982.23828125,-171371.890625,12,hbm/3_ROI-09,0
75@1,53817.33984375,-171373.0,12,hbm/3_ROI-09,0
76@1,53090.890625,-171375.40625,12,hbm/3_ROI-09,0
77@1,53406.1640625,-171377.6875,12,hbm/3_ROI-09,26
78@1,51939.30078125,-171377.90625,12,hbm/3_ROI-09,25
79@1,53670.94140625,-171382.15625,12,hbm/3_ROI-09,0
80@1,52406.546875,-171383.265625,12,hbm/3_ROI-09,14
81@1,52772.2109375,-171385.953125,12,hbm/3_ROI-09,0
82@1,53756.08984375,-171381.484375,12,hbm/3_ROI-09,23
83@1,52047.0,-171388.109375,12,hbm/3_ROI-09,0
84@1,51780.828125,-171393.28125,12,hbm/3_ROI-09,0
85@1,52253.078125,-171394.53125,12,hbm/3_ROI-09,0
86@1,53193.70703125,-171396.34375,12,hbm/3_ROI-09,26
87@1,52329.16015625,-171396.640625,12,hbm/3_ROI-09,14
88@1,53628.7265625,-171399.8125,12,hbm/3_ROI-09,0
89@1,53055.4609375,-171403.6875,12,hbm/3_ROI-09,24
90@1,53789.9921875,-171402.75,12,hbm/3_ROI-09,0
91@1,53888.62890625,-171401.796875,12,hbm/3_ROI-09,0
92@1,53324.1953125,-171406.90625,12,hbm/3_ROI-09,26
93@1,54161.515625,-171408.0625,12,hbm/3_ROI-09,0
94@1,53254.7890625,-171411.015625,12,hbm/3_ROI-09,25
95@1,54021.99609375,-171409.90625,12,hbm/3_ROI-09,0
96@1,54218.0,-171410.875,12,hbm/3_ROI-09,0
97@1,54258.9375,-171407.609375,12,hbm/3_ROI-09,0
98@1,53427.65625,-171410.75,12,hbm/3_ROI-09,26
99@1,53965.109375,-171412.890625,12,hbm/3_ROI-09,0
100@1,52081.11328125,-171418.9375,12,hbm/3_ROI-09,30
101@1,53831.19140625,-171422.125,12,hbm/3_ROI-09,0
102@1,52285.23828125,-171418.328125,12,hbm/3_ROI-09,14
