Cell Id,Nuc X,Nuc Y Inv,region_num,unique_region,leiden
1@1,56775.11328125,-220089.546875,17,hbm/8_ROI-21,30
2@1,58100.3828125,-220088.28125,17,hbm/8_ROI-21,0
3@1,57157.54296875,-220090.921875,17,hbm/8_ROI-21,3
4@1,57522.55078125,-220093.890625,17,hbm/8_ROI-21,3
5@1,57983.66796875,-220089.828125,17,hbm/8_ROI-21,8
6@1,58148.359375,-220091.953125,17,hbm/8_ROI-21,0
7@1,58800.39453125,-220090.578125,17,hbm/8_ROI-21,8
8@1,59770.6796875,-220092.34375,17,hbm/8_ROI-21,3
9@1,57558.85546875,-220095.703125,17,hbm/8_ROI-21,3
10@1,57823.74609375,-220095.078125,17,hbm/8_ROI-21,3
11@1,58696.78515625,-220093.109375,17,hbm/8_ROI-21,3
12@1,59246.9140625,-220090.234375,17,hbm/8_ROI-21,3
13@1,59671.57421875,-220093.734375,17,hbm/8_ROI-21,3
14@1,60022.9375,-220090.65625,17,hbm/8_ROI-21,3
15@1,56680.2265625,-220097.03125,17,hbm/8_ROI-21,3
16@1,57464.5390625,-220097.5,17,hbm/8_ROI-21,3
17@1,57628.8359375,-220095.4375,17,hbm/8_ROI-21,3
18@1,57918.20703125,-220097.828125,17,hbm/8_ROI-21,3
19@1,58641.078125,-220096.9375,17,hbm/8_ROI-21,8
20@1,59927.625,-220098.0,17,hbm/8_ROI-21,3
21@1,56376.61328125,-220100.5,17,hbm/8_ROI-21,3
22@1,57711.16015625,-220100.453125,17,hbm/8_ROI-21,3
23@1,58343.05859375,-220099.734375,17,hbm/8_ROI-21,3
24@1,59155.7265625,-220099.875,17,hbm/8_ROI-21,8
25@1,59440.00390625,-220100.046875,17,hbm/8_ROI-21,3
26@1,59515.10546875,-220101.046875,17,hbm/8_ROI-21,3
27@1,59731.4609375,-220100.453125,17,hbm/8_ROI-21,3
28@1,59978.7578125,-220101.1875,17,hbm/8_ROI-21,3
29@1,57094.22265625,-220101.25,17,hbm/8_ROI-21,3
30@1,57366.53515625,-220101.0,17,hbm/8_ROI-21,3
31@1,58498.5625,-220105.28125,17,hbm/8_ROI-21,3
32@1,59005.875,-220104.09375,17,hbm/8_ROI-21,3
33@1,57292.078125,-220103.3125,17,hbm/8_ROI-21,8
34@1,57668.76171875,-220106.453125,17,hbm/8_ROI-21,3
35@1,57871.65234375,-220106.921875,17,hbm/8_ROI-21,3
36@1,58422.2421875,-220107.75,17,hbm/8_ROI-21,3
37@1,58544.9453125,-220103.125,17,hbm/8_ROI-21,3
38@1,60083.26171875,-220103.21875,17,hbm/8_ROI-21,3
39@1,58936.76171875,-220108.71875,17,hbm/8_ROI-21,3
40@1,59378.35546875,-220106.625,17,hbm/8_ROI-21,14
41@1,59803.3984375,-220109.453125,17,hbm/8_ROI-21,3
42@1,60381.3125,-220109.78125,17,hbm/8_ROI-21,3
43@1,58742.890625,-220110.78125,17,hbm/8_ROI-21,3
44@1,59586.4453125,-220110.390625,17,hbm/8_ROI-21,3
45@1,60330.0546875,-220112.359375,17,hbm/8_ROI-21,3
46@1,56626.7421875,-220103.828125,17,hbm/8_ROI-21,3
47@1,57498.80859375,-220113.3125,17,hbm/8_ROI-21,3
48@1,58855.375,-220113.75,17,hbm/8_ROI-21,14
49@1,57428.37109375,-220118.90625,17,hbm/8_ROI-21,3
50@1,56491.8828125,-220121.6875,17,hbm/8_ROI-21,3
51@1,59091.32421875,-220118.46875,17,hbm/8_ROI-21,3
52@1,56252.4453125,-220121.671875,17,hbm/8_ROI-21,3
53@1,57151.62890625,-220122.578125,17,hbm/8_ROI-21,3
54@1,59885.4296875,-220120.59375,17,hbm/8_ROI-21,3
